symbol,exchange,firstTradeDateEpochUtc,gmtOffSetMilliseconds,longName,maxAge,messageBoardId,quoteType,shortName,symbol,timeZoneFullName,timeZoneShortName,underlyingSymbol,uuid
0P0000XB0C.F,FRA,2022-03-14 07:00:00,3600000,Zwitserleven Ultra Long Duration Fonds,1,,MUTUALFUND,Zwitserleven Ultra Long Duratio,0P0000XB0C.F,Europe/Berlin,CET,0P0000XB0C.F,c5d78c1e-db0f-3a49-9596-ad2cbc997c10
0P0000XB83.F,FRA,2022-03-14 07:00:00,3600000,BlackRock Global Funds - US Dollar Short Duration Bond Fund A2 EUR Hedged,1,,MUTUALFUND,BlackRock Global Funds - US Dol,0P0000XB83.F,Europe/Berlin,CET,0P0000XB83.F,43c61f32-02e8-3763-848e-e5496cf1923b
0P0000XHC3.SW,EBS,2018-01-02 08:00:00,3600000,Wellington Strategic European Equity Fund N CHF Acc,1,,MUTUALFUND,Wellington Strategic European E,0P0000XHC3.SW,Europe/Zurich,CET,0P0000XHC3.SW,4162a29a-aa0c-374d-9736-08accbd2f051
0P0000XW9K.BO,BSE,2018-01-01 03:45:00,19800000,HSBC Multi Cap Equity Fund Dividend Payout Direct,1,,MUTUALFUND,HSBC Flexi Cap Fund Payout of I,0P0000XW9K.BO,Asia/Kolkata,IST,0P0000XW9K.BO,a8b4fa71-cefd-35a8-9029-23da832e7160
0P0000XYWT.L,LSE,2018-01-02 08:00:00,0,Royal London Sustainable Managed Income Trust Class C Inc,1,,MUTUALFUND,Royal London Sustainable Manage,0P0000XYWT.L,Europe/London,GMT,0P0000XYWT.L,ba6c85c7-cbf9-397a-a8f2-e65603ce7136
0P0000Y0JT.BO,BSE,2018-01-01 03:45:00,19800000,SBI Credit Risk Fund Regular Plan Daily Dividend,1,,MUTUALFUND,SBI Credit Risk Fund Regular Pl,0P0000Y0JT.BO,Asia/Kolkata,IST,0P0000Y0JT.BO,de0183a3-cd01-3d13-9934-4b931edcae53
0P0000Y1I8,DUS,2020-02-12 07:00:00,3600000,CI Global Resource Corporate Class E,1,,MUTUALFUND,CI Global Resource Corporate Cl,0P0000Y1I8,Europe/Berlin,CET,0P0000Y1I8,59c4d973-bd2b-3760-9825-15b1d09afaf8
0P0000Y720.L,LSE,2022-03-07 08:00:00,0,HSBC Global Investment Funds - Frontier Markets BCGBP,1,,MUTUALFUND,HSBC Global Investment Funds - ,0P0000Y720.L,Europe/London,GMT,0P0000Y720.L,02079bca-5b9a-3163-a82c-304c00ec1d1b
0P0000YJ5G,PNK,2019-01-02 14:30:00,-18000000,Legg Mason Western Asset US Core Plus Bond Fund Class F US$ Accumulating,1,,MUTUALFUND,Legg Mason Western Asset US Cor,0P0000YJ5G,America/New_York,EST,0P0000YJ5G,da086aac-4f0d-38b9-9ed6-484a54d5293c
0P0000YRI3.TO,TOR,2018-01-01 14:30:00,-18000000,Fidelity Special Situations Class S8,1,,MUTUALFUND,Fidelity Special Situations Cla,0P0000YRI3.TO,America/Toronto,EST,0P0000YRI3.TO,74b6fe6a-8330-3dfe-9fa0-6cba92bb4313
0P0000YUD1.TO,TOR,2018-01-02 14:30:00,-18000000,Co-operators NEI Select Inc&amp;Grow RS Portfolio VP,1,,MUTUALFUND,Co-operators NEI Select Inc&Gro,0P0000YUD1.TO,America/Toronto,EST,0P0000YUD1.TO,7517c6ca-d3b1-3549-a814-4dfec37b5c39
0P0000YVRX,PNK,2022-03-14 13:30:00,-18000000,Fidelity Funds - Global Inflation-linked Bond Fund Y-Acc-USD,1,,MUTUALFUND,Fidelity Funds - Global Inflati,0P0000YVRX,America/New_York,EST,0P0000YVRX,ba5393e2-9c4f-3081-8499-c58913ddc925
0P0000YWUJ.SW,EBS,2022-03-15 08:00:00,3600000,IST Mixta Optima 15 II,1,,MUTUALFUND,IST Mixta Optima 15 II,0P0000YWUJ.SW,Europe/Zurich,CET,0P0000YWUJ.SW,bc94976e-a01a-3844-beda-43f91a691bfb
0P0000YY3D,PNK,2019-01-02 14:30:00,-18000000,Artisan Global Opportunities Fund Class I US Dollar Accumulating Shares,1,,MUTUALFUND,Artisan Global Opportunities Fu,0P0000YY3D,America/New_York,EST,0P0000YY3D,ea54a2dd-229a-30ef-a8dd-9a51618eb62a
0P0000Z4Q8.F,FRA,2022-03-14 07:00:00,3600000,UBS (Lux) Bond Fund - Full Cycle Asian Bond (USD) (EUR hegded) F-acc,1,,MUTUALFUND,UBS (Lux) Bond Fund - Full Cycl,0P0000Z4Q8.F,Europe/Berlin,CET,0P0000Z4Q8.F,1b9dec92-52b7-3d77-9e17-07d294cb1890
0P0000Z79Q.SW,EBS,2022-03-14 08:00:00,3600000,Swisscanto (LU) Bond Fund - Swisscanto (LU) Bond Fund Responsible Global Convertible GTH CHF,1,,MUTUALFUND,Swisscanto (LU) Bond Fund - Swi,0P0000Z79Q.SW,Europe/Zurich,CET,0P0000Z79Q.SW,fca02f92-15a1-3074-a9bd-2f871ca86a48
0P0000Z81S.L,LSE,2018-01-02 08:00:00,0,JPM Japan Fund C - GBP Hedged Net Accumulation,1,,MUTUALFUND,JPM Japan Fund C - GBP Hedged N,0P0000Z81S.L,Europe/London,GMT,0P0000Z81S.L,eba9cebf-cc66-31d6-8b52-0290c3f9c041
0P0000Z9XR.F,FRA,2022-03-14 07:00:00,3600000,Fundo de Pensões Aberto CA Reforma Mais,1,,MUTUALFUND,Fundo de Pensões Aberto CA Ref,0P0000Z9XR.F,Europe/Berlin,CET,0P0000Z9XR.F,a08660ff-85ae-3d83-9684-40834b176a27
0P0000ZBQ1.L,LSE,2022-03-08 08:00:00,0,Invesco Funds - Invesco UK Investment Grade Bond Fund Z Quarterly Distribution GBP,1,,MUTUALFUND,Invesco Funds - Invesco UK Inve,0P0000ZBQ1.L,Europe/London,GMT,0P0000ZBQ1.L,7c44912b-4285-38b1-9f2e-2bbe9084e191
0P0000ZEH8.TO,TOR,2018-01-02 14:30:00,-18000000,iA Focus Balanced SRP 75/75 &amp; My Education+,1,,MUTUALFUND,iA Focus Balanced SRP 75/75 & M,0P0000ZEH8.TO,America/Toronto,EST,0P0000ZEH8.TO,adec70d4-3535-3093-89e6-9472694b3b8a
0P0000ZKI4,PNK,2022-03-14 13:30:00,-18000000,Credit Suisse Index Fund (Lux) - CSIF (Lux) Equity Pacific ex Japan DB USD,1,,MUTUALFUND,Credit Suisse Index Fund (Lux) ,0P0000ZKI4,America/New_York,EST,0P0000ZKI4,117c7199-4e72-3c16-a78b-19acbb609d41
0P0000ZKIG.F,FRA,2018-01-05 07:00:00,3600000,Till,1,,MUTUALFUND,Till C,0P0000ZKIG.F,Europe/Berlin,CET,0P0000ZKIG.F,aec44f96-7cbb-3481-9446-bd909f1678f0
0P0000ZN7T.L,LSE,2018-01-02 08:00:00,0,J O Hambro Capital Management UK Opportunities Fund Class Y GBP Inc,1,,MUTUALFUND,J O Hambro Capital Management U,0P0000ZN7T.L,Europe/London,GMT,0P0000ZN7T.L,4203e640-3958-3ded-91c6-21f1d96aae78
0P0000ZNBC.F,FRA,2018-01-02 07:00:00,3600000,Barings Europe Select Trust - Class I EUR Inc,1,,MUTUALFUND,Barings Europe Select Trust - C,0P0000ZNBC.F,Europe/Berlin,CET,0P0000ZNBC.F,b0b4139c-e713-32d5-8bb8-d499e84d4f7f
0P0000ZSA7,PNK,2022-03-14 13:30:00,-18000000,HSBC Global Investment Funds - Global Short Duration High Yield Bond AD,1,,MUTUALFUND,HSBC Global Investment Funds - ,0P0000ZSA7,America/New_York,EST,0P0000ZSA7,a226ab66-2e8b-3f2f-b187-37597c0be2c8
0P0000ZVJ2.F,FRA,2022-03-14 07:00:00,3600000,BlackRock Global Funds - Global High Yield Bond Fund X4 EUR Hedged,1,,MUTUALFUND,BlackRock Global Funds - Global,0P0000ZVJ2.F,Europe/Berlin,CET,0P0000ZVJ2.F,da2fc536-596d-3ff6-b4cc-e6807ed2137f
0P0001106L.TO,TOR,2018-01-02 14:30:00,-18000000,Desjardins SocieTerra Environment Fund C,1,,MUTUALFUND,Desjardins SocieTerra Environme,0P0001106L.TO,America/Toronto,EST,0P0001106L.TO,c294415a-f838-3871-a687-053e185e22f7
0P00011G4H,PNK,2022-03-14 13:30:00,-18000000,JPMorgan Funds - Europe Equity Fund C (acc) - USD,1,,MUTUALFUND,JPMorgan Funds - Europe Equity ,0P00011G4H,America/New_York,EST,0P00011G4H,cd80acc9-d628-336a-a4af-71dfc2ea09c1
0P00011GL6.F,FRA,2022-03-14 07:00:00,3600000,Pictet - Absolute Return Fixed Income HP dy EUR,1,,MUTUALFUND,Pictet - Absolute Return Fixed ,0P00011GL6.F,Europe/Berlin,CET,0P00011GL6.F,e73d4bc3-d4a1-3be5-83de-e56191a054e3
0P00011IFL.L,LSE,2018-01-02 08:00:00,0,EF Brompton Global Conservative P GBP Accumulation,1,,MUTUALFUND,EF Brompton Global Conservative,0P00011IFL.L,Europe/London,GMT,0P00011IFL.L,bf885683-9f32-3daa-8fb5-254c1927a7f4
0P00011J43,PNK,2019-01-04 14:30:00,-18000000,BNY Mellon Global Funds PLC - BNY Mellon Japan Small Cap Equity Focus Fund USD H Acc Hedged,1,,MUTUALFUND,BNY Mellon Global Funds PLC - B,0P00011J43,America/New_York,EST,0P00011J43,b33ea70a-61ee-3f91-9b4a-3b173e815d06
0P00011S9G.F,FRA,2022-03-14 07:00:00,3600000,Quaestio Solutions Funds - Global Enhanced Cash I Acc,1,,MUTUALFUND,Quaestio Solutions Funds - Glob,0P00011S9G.F,Europe/Berlin,CET,0P00011S9G.F,262b0088-0a9f-3d76-ad9d-1a2b0ecca439
0P00011UHU.F,FRA,2018-01-02 07:00:00,3600000,3ik-Strategiefonds III Class R,1,,MUTUALFUND,3ik-Strategiefonds III Class R,0P00011UHU.F,Europe/Berlin,CET,0P00011UHU.F,e8fd752d-889b-3d07-b999-3b27daa5bfa8
0P000124JG.JO,JNB,2022-03-14 07:00:00,7200000,AB FCP I - China Low Volatility Equity Portfolio AD ZAR H Inc,1,,MUTUALFUND,AB FCP I - China Low Volatility,0P000124JG.JO,Africa/Johannesburg,SAST,0P000124JG.JO,d91a9472-09b0-385a-994c-589571553499
0P00012AO3.HK,HKG,2018-01-02 01:30:00,28800000,Sun Life MPF Master Trust-Schroder MPF Global Fixed Income Portfolio Ord,1,,MUTUALFUND,Sun Life MPF Master Trust-Schro,0P00012AO3.HK,Asia/Hong_Kong,HKT,0P00012AO3.HK,53ab409b-054c-3f5e-86a5-754e981fa588
0P00012DN2.F,NSI,2022-03-14 03:45:00,19800000,Morgan Stanley Investment Funds - Global Fixed Income Opportunities Fund AHR (EUR),1,,MUTUALFUND,Morgan Stanley Investment Funds,0P00012DN2.F,Asia/Kolkata,IST,0P00012DN2.F,1f1ad466-43be-3eab-8774-61b277ef2652
0P00012H4M.L,LSE,2022-03-07 08:00:00,0,AB - Global Value Portfolio AD GBP H Inc,1,,MUTUALFUND,AB - Global Value Portfolio AD ,0P00012H4M.L,Europe/London,GMT,0P00012H4M.L,5e66ca03-2fd0-39a9-a158-7406c5438d8e
0P00012HYX.SI,SES,2022-03-14 01:00:00,28800000,AB - Emerging Markets Debt Portfolio AA SGD H Inc,1,,MUTUALFUND,AB - Emerging Markets Debt Port,0P00012HYX.SI,Asia/Singapore,SGT,0P00012HYX.SI,192db7b0-7231-321f-84a1-d00873cc09d3
0P00012ICC.F,FRA,2022-03-14 07:00:00,3600000,Cohen &amp; Steers SICAV European Real Estate Securities Fund L,1,,MUTUALFUND,Cohen & Steers SICAV European R,0P00012ICC.F,Europe/Berlin,CET,0P00012ICC.F,58ed196d-2190-345c-a549-32432b9a1fc6
0P00012NDL.HK,HKG,2018-01-02 01:30:00,28800000,JPMorgan Multi Income (acc) - RMB (hedged),1,,MUTUALFUND,JPMorgan Multi Income (acc) - R,0P00012NDL.HK,Asia/Hong_Kong,HKT,0P00012NDL.HK,58f5a219-4845-3242-89ee-1b891cfbe1dc
0P00012TOY.F,FRA,2018-01-02 07:00:00,3600000,HSBC EE Obligations Euro Court Terme E,1,,MUTUALFUND,HSBC EE Obligations Euro Court ,0P00012TOY.F,Europe/Berlin,CET,0P00012TOY.F,ea753955-f0d9-3df1-933a-e6d00cb64509
0P000132QM.T,JPX,2018-01-02 00:00:00,32400000,Dimensional Global Core Equity Fund JPY Accumulation,1,,MUTUALFUND,Dimensional Global Core Equity ,0P000132QM.T,Asia/Tokyo,JST,0P000132QM.T,45b2a5de-9934-3a4f-b35c-798c6390b2fe
0P000137EE.HK,TOR,2022-03-14 13:30:00,-18000000,JPMorgan Investment Funds - Global Income Fund A (irc) - RMB (hedged),1,,MUTUALFUND,JPMorgan Investment Funds - Glo,0P000137EE.HK,America/Toronto,EST,0P000137EE.HK,7ad17484-f63f-3799-bf64-936071cb4f8e
0P00013BCM.SI,SES,2022-03-14 01:00:00,28800000,HSBC Global Investment Funds - Global Equity Volatility Focused Fund AM3OSGD,1,,MUTUALFUND,HSBC Global Investment Funds - ,0P00013BCM.SI,Asia/Singapore,SGT,0P00013BCM.SI,d2e30100-4b1c-3f6e-bdb7-61e6c087834a
0P00013LDP.BO,BSE,2018-01-01 03:45:00,19800000,L&amp;T Arbitrage Opportunities Fund Direct Growth,1,,MUTUALFUND,L&T Arbitrage Opportunities Fun,0P00013LDP.BO,Asia/Kolkata,IST,0P00013LDP.BO,d397db33-6f2d-38c7-9cde-07132895f7cd
0P00013LTS.L,LSE,2018-01-02 08:00:00,0,Ninety One UK Special Situations Fund Class J Income shares in sterling,1,,MUTUALFUND,Ninety One UK Special Situation,0P00013LTS.L,Europe/London,GMT,0P00013LTS.L,372a4d12-ed2a-34ad-b252-be0f9cb286cc
0P00013OS7,PNK,2022-03-15 13:30:00,-18000000,PrivilEdge - Delaware US Large Cap Value (USD) MD,1,,MUTUALFUND,PrivilEdge - Delaware US Large ,0P00013OS7,America/New_York,EST,0P00013OS7,7e33bb28-65ff-3291-b8cf-297b296578fc
0P00013OUF,PNK,2022-03-14 13:30:00,-18000000,DWS Invest Euro High Yield Corporates USD LCH,1,,MUTUALFUND,DWS Invest Euro High Yield Corp,0P00013OUF,America/New_York,EST,0P00013OUF,78bdddad-b983-31fb-be9e-a3c9e5f32827
0P00013Z9F.F,FRA,2022-03-14 07:00:00,3600000,Leadersel - Dynamic Inc,1,,MUTUALFUND,Leadersel - Dynamic Inc,0P00013Z9F.F,Europe/Berlin,CET,0P00013Z9F.F,dec267b6-b433-33ed-91a7-2baf00432996
0P0001421P,PNK,2019-01-02 14:30:00,-18000000,Muzinich Global Tactical Credit Fund Hedged USD Accumulation R Units,1,,MUTUALFUND,Muzinich Global Tactical Credit,0P0001421P,America/New_York,EST,0P0001421P,0de034ff-4dc2-3def-8601-2a3756c26995
0P000142VZ.F,FRA,2022-03-15 07:00:00,3600000,LS Value Equity Global A Inc,1,,MUTUALFUND,LS Value Equity Global A Inc,0P000142VZ.F,Europe/Berlin,CET,0P000142VZ.F,91b3ea37-99ea-31f8-8e5a-77dc7614f180
0P000147O6,PNK,2022-03-14 13:30:00,-18000000,Alger SICAV - Alger Dynamic Opportunities Fund Class I-3US,1,,MUTUALFUND,Alger SICAV - Alger Dynamic Opp,0P000147O6,America/New_York,EST,0P000147O6,a5201c4c-6814-31ec-8124-678e0c413559
0P0001482X.SW,EBS,2018-01-02 08:00:00,3600000,Muzinich EmergingMarketsShortDuration Fund Hedged CHF Accumulation A Units,1,,MUTUALFUND,Muzinich EmergingMarketsShortDu,0P0001482X.SW,Europe/Zurich,CET,0P0001482X.SW,18f52aed-f09a-3848-84a1-578512c7d000
0P00014BDE.F,MEX,2022-03-14 14:30:00,-21600000,Invesco Funds - Invesco Global Income Fund A Accumulation EUR,1,,MUTUALFUND,Invesco Funds - Invesco Global ,0P00014BDE.F,America/Mexico_City,CST,0P00014BDE.F,e5f0ade7-3445-3fbd-90a3-27c09b8e5bab
0P00014BGX.TO,TOR,2018-01-02 14:30:00,-18000000,LON Moderate Profile (PSG) 75/100(PS2),1,,MUTUALFUND,LON Moderate Profile (PSG) 75/1,0P00014BGX.TO,America/Toronto,EST,0P00014BGX.TO,7583049e-c48d-335d-8dce-6b434306ee1e
0P00014BP0.F,FRA,2022-03-14 07:00:00,3600000,Global Evolution Funds Frontier Markets - R (DD) EUR,1,,MUTUALFUND,Global Evolution Funds Frontier,0P00014BP0.F,Europe/Berlin,CET,0P00014BP0.F,7f65fc41-46f7-380b-9387-512903eed7db
0P00014CV2.TO,TOR,2018-01-02 14:30:00,-18000000,CAN Canadian All Cap Balanced (Mackenzie) 100/100(PS2),1,,MUTUALFUND,CAN Cdn A C Bal 100/100 (PS2),0P00014CV2.TO,America/Toronto,EST,0P00014CV2.TO,fec45721-dd63-3620-8264-5f3d7ac034d9
0P00014CYL.ST,STO,2022-03-14 08:00:00,3600000,Handelsbanken Kina Tema (A1 SEK),1,,MUTUALFUND,,0P00014CYL.ST,Europe/Stockholm,CET,0P00014CYL.ST,1d88d05b-388a-32b7-8c34-be245a7914c5
0P00014IGD,PNK,2019-01-02 14:30:00,-18000000,Russell Investment Company V plc - Russell Investments Multi-Asset 70 Fund W,1,,MUTUALFUND,Russell Investment Company V pl,0P00014IGD,America/New_York,EST,0P00014IGD,d63c8e25-f777-3938-ba2a-a7b514dde63c
0P00014J1X.HK,HKG,2022-03-14 01:30:00,28800000,JPMorgan Funds - Emerging Markets Local Currency Debt Fund A (mth) - HKD,1,,MUTUALFUND,JPMorgan Funds - Emerging Marke,0P00014J1X.HK,Asia/Hong_Kong,HKT,0P00014J1X.HK,db613d4e-5317-37c0-9836-1f5ba36b9e9d
0P00014KAT.BO,BSE,2018-01-01 03:45:00,19800000,IIFL Focused Equity Fund Regular Dividend Payout,1,,MUTUALFUND,IIFL Focused Equity Fund Regula,0P00014KAT.BO,Asia/Kolkata,IST,0P00014KAT.BO,dc18bf7e-afbe-35b1-91b5-6f957d066d99
0P00014ZCD.TO,TOR,2018-01-02 14:30:00,-18000000,Scotia Aria Moderate Defend Portfolio Premium Series,1,,MUTUALFUND,Scotia Aria Moderate Defend Por,0P00014ZCD.TO,America/Toronto,EST,0P00014ZCD.TO,80eeb946-0661-3327-a301-f64419d3143e
0P00014ZY9.F,FRA,2022-03-14 07:00:00,3600000,Private Banking (LF) Greek Corporate Bond Fund,1,,MUTUALFUND,Private Banking (LF) Greek Corp,0P00014ZY9.F,Europe/Berlin,CET,0P00014ZY9.F,8bf64cd0-61d1-37f4-8b4f-e7dd7da743a8
0P0001515F.TO,TOR,2018-01-02 14:30:00,-18000000,Canada Life Moderate Folio Fund N,1,,MUTUALFUND,Canada Vie Folio modéré N,0P0001515F.TO,America/Toronto,EST,0P0001515F.TO,7e7b5f9c-7f76-358f-803e-bf97794c8f63
0P0001515O.TO,TOR,2018-01-02 14:30:00,-18000000,Canada Life Short Term Bond Fund (Portico) N,1,,MUTUALFUND,Canada Life Short-Term Bond Fun,0P0001515O.TO,America/Toronto,EST,0P0001515O.TO,97febddc-e54e-32fa-84b8-9da7418e02f8
0P0001544K.SW,EBS,2022-03-14 08:00:00,3600000,Bordier - Prévoyance Individuelle 40 R,1,,MUTUALFUND,Bordier - Prévoyance Individue,0P0001544K.SW,Europe/Zurich,CET,0P0001544K.SW,1a0b0358-bb99-3e77-b43c-ebcc043bfbaf
0P0001551G.BO,BSE,2018-01-01 03:45:00,19800000,JM Equity Hybrid Fund Bonus Option - Principal Units,1,,MUTUALFUND,JM Equity Hybrid Fund Bonus Opt,0P0001551G.BO,Asia/Kolkata,IST,0P0001551G.BO,b4e44319-5422-38d5-b2d9-c068fcccb253
0P000159IF.F,FRA,2022-03-14 07:00:00,3600000,Incometric Equam Global Value B,1,,MUTUALFUND,Incometric Equam Global Value B,0P000159IF.F,Europe/Berlin,CET,0P000159IF.F,7805d0c2-b49d-3f91-b79c-5a57d2ec2283
0P000159TL,PNK,2019-01-02 14:30:00,-18000000,GAM Star Fund plc - GAM Star Global Cautious Class Ordinary USD Accumulation Hedged,1,,MUTUALFUND,GAM Star Fund plc - GAM Star Gl,0P000159TL,America/New_York,EST,0P000159TL,f841755c-5c57-3497-86f3-c5a16a46a4ed
0P00015C4J.TO,TOR,2018-01-02 14:30:00,-18000000,Guardian Managed Balanced Portfolio Series W,1,,MUTUALFUND,Guardian Managed Balanced Portf,0P00015C4J.TO,America/Toronto,EST,0P00015C4J.TO,b78bc569-acd3-3094-a290-c34eb13bf62f
0P00015D3P.TO,TOR,2018-01-02 14:30:00,-18000000,RBC Canadian Small &amp; Mid-Cap Resources Fund D,1,,MUTUALFUND,RBC Canadian Small & Mid-Cap Re,0P00015D3P.TO,America/Toronto,EST,0P00015D3P.TO,723d1a7f-e344-3c15-b25d-ac26edca7b76
0P00015DFO.F,FRA,2022-03-14 07:00:00,3600000,Amundi Fund Solutions - Balanced C EUR ND,1,,MUTUALFUND,Amundi Fund Solutions - Balance,0P00015DFO.F,Europe/Berlin,CET,0P00015DFO.F,d9e3d0f0-ba64-356d-906f-b3625304b818
0P00015F4B,PNK,2022-03-14 13:30:00,-18000000,S.E.A. Asian High Yield Bond Fund B,1,,MUTUALFUND,S.E.A. Asian High Yield Bond Fu,0P00015F4B,America/New_York,EST,0P00015F4B,7a7f10a9-b9eb-3afe-bcb8-ded299abc759
0P00015IIL.TO,TOR,2018-01-02 14:30:00,-18000000,Sun Dynamic Eq Inc - Est Ser O,1,,MUTUALFUND,Sun Dynamic Eq Inc - Est Ser O,0P00015IIL.TO,America/Toronto,EST,0P00015IIL.TO,5035d5ef-bde5-3ed3-9b21-da182b1126fc
0P00015MAX.F,FRA,2022-03-14 07:00:00,3600000,DWS Invest ESG Global Corporate Bonds ID,1,,MUTUALFUND,DWS Invest ESG Global Corporate,0P00015MAX.F,Europe/Berlin,CET,0P00015MAX.F,1f757ab3-3728-307c-ab5b-0347b630ebac
0P00015MBG,PNK,2022-03-14 13:30:00,-18000000,BlackRock Global Funds - European Equity Income Fund D6 USD Hedged,1,,MUTUALFUND,BlackRock Global Funds - Europe,0P00015MBG,America/New_York,EST,0P00015MBG,8493e0d4-6eb6-3c6e-8ed1-7cfc7851aa93
0P00015WXE.F,FRA,2018-01-02 07:00:00,3600000,MAM High Yield ESG I,1,,MUTUALFUND,MAM High Yield ESG I,0P00015WXE.F,Europe/Berlin,CET,0P00015WXE.F,35ed6409-d0a9-3b38-811a-23e2bb4e4a9a
0P00015YSL.F,FRA,2018-01-02 07:00:00,3600000,Davy Discovery Equity Fund Class A EUR Acc,1,,MUTUALFUND,Davy Discovery Equity Fund Clas,0P00015YSL.F,Europe/Berlin,CET,0P00015YSL.F,efbb94e9-dd72-30a4-89ab-48f73e7a99c8
0P000160HJ.L,LSE,2022-03-07 08:00:00,0,Ruffer SICAV - Ruffer Total Return International C GBP Income,1,,MUTUALFUND,Ruffer SICAV - Ruffer Total Ret,0P000160HJ.L,Europe/London,GMT,0P000160HJ.L,0623dc8e-aa9c-3344-a774-b3d0d5e6cde1
0P0001629G.BE,BER,2022-03-14 07:00:00,3600000,DWS Invest Multi Opportunities AUD LCH,1,,MUTUALFUND,DWS Invest Multi Opportunities ,0P0001629G.BE,Europe/Berlin,CET,0P0001629G.BE,3b801b67-9245-3aa4-af12-7846736e65a2
0P000162EP.L,LSE,2018-01-02 08:00:00,0,JPM Multi-Asset Income Fund G - Net Accumulation,1,,MUTUALFUND,JPM Multi-Asset Income Fund G -,0P000162EP.L,Europe/London,GMT,0P000162EP.L,79ca5d00-f242-3035-a384-59a2ba2a4af0
0P0001635D,PNK,2022-03-14 13:30:00,-18000000,JSS Bond - USD High Yield C USD acc,1,,MUTUALFUND,JSS Bond - USD High Yield C USD,0P0001635D,America/New_York,EST,0P0001635D,1f37e794-f761-3ba2-863a-8ce922824bde
0P0001647M.ST,STO,2022-03-14 08:00:00,3600000,SPP Aktiefond Global B SEK,1,,MUTUALFUND,SPP Aktiefond Global B SEK,0P0001647M.ST,Europe/Stockholm,CET,0P0001647M.ST,4a4b66c4-7af4-38f5-9014-f6e399de1772
0P000167QB.F,FRA,2022-03-14 07:00:00,3600000,Indosuez Funds Europe Value F Capitalisation,1,,MUTUALFUND,Indosuez Funds Europe Value F C,0P000167QB.F,Europe/Berlin,CET,0P000167QB.F,67278c69-5da3-35f4-9614-ec80d3f54955
0P000168YG.TO,TOR,2018-01-02 14:30:00,-18000000,Franklin Bissett Monthly Income &amp; Growth Fund T,1,,MUTUALFUND,Franklin Bissett Monthly Income,0P000168YG.TO,America/Toronto,EST,0P000168YG.TO,fd6484ca-167e-351b-864b-5ef57281fae3
0P00016BZG.F,FRA,2022-03-14 07:00:00,3600000,Zephyr Target Volatility 1 I,1,,MUTUALFUND,Zephyr Target Volatility 1 I,0P00016BZG.F,Europe/Berlin,CET,0P00016BZG.F,85a777d5-da0c-31a6-b429-caeb203d2bf8
0P00016C0Z.L,LSE,2018-01-03 08:00:00,0,TB Mellifera Manged Fund A Income,1,,MUTUALFUND,TB Mellifera Managed Fund A Inc,0P00016C0Z.L,Europe/London,GMT,0P00016C0Z.L,718f8f06-3bf4-3c41-bdd5-08289bfc447b
0P00016DOZ.L,LSE,2018-01-02 08:00:00,0,Ardevora Global Long Only Equity Fund D GBP Inc,1,,MUTUALFUND,Ardevora Global Long Only Equit,0P00016DOZ.L,Europe/London,GMT,0P00016DOZ.L,cbc55614-324a-305b-a3a9-3c45e24646bd
0P00016EWB.TO,TOR,2018-01-02 14:30:00,-18000000,IG Managed Risk Portfolio Balanced C,1,,MUTUALFUND,IG Managed Risk Portfolio Balan,0P00016EWB.TO,America/Toronto,EST,0P00016EWB.TO,9e710eeb-4f61-3cd8-890e-2297a5d5277c
0P00016FEU.L,LSE,2018-01-02 08:00:00,0,ASI Corporate Bond Fund I Acc,1,,MUTUALFUND,ASI Corporate Bond Fund I Acc,0P00016FEU.L,Europe/London,GMT,0P00016FEU.L,16d7667c-de9e-3ebf-976c-3a94661a13ad
0P00016HAA.F,FRA,2018-01-02 07:00:00,3600000,WARBURG INVEST RESPONSIBLE - Corporate Bonds B,1,,MUTUALFUND,WARBURG INVEST RESPONSIBLE - Co,0P00016HAA.F,Europe/Berlin,CET,0P00016HAA.F,5469e243-2647-3234-b66f-7e364326bf83
0P00016I3R.L,LSE,2018-01-02 08:00:00,0,Jupiter Merian Global Equity Income Fund (IRL) U1 GBP Inc,1,,MUTUALFUND,JupiterMerian Global Equity Inc,0P00016I3R.L,Europe/London,GMT,0P00016I3R.L,d5a7e406-d8c1-3815-9172-58979eed6c23
0P00016JBQ.F,FRA,2022-03-14 07:00:00,3600000,Candriam Bonds Emerging Debt Local Currencies Class R EUR Cap,1,,MUTUALFUND,Candriam Bonds Emerging Debt Lo,0P00016JBQ.F,Europe/Berlin,CET,0P00016JBQ.F,209f4d34-15cd-3d23-8e2d-0668aacc1c3d
0P00016LIE.TO,TOR,2018-01-02 14:30:00,-18000000,Manulife Fundamental Income GIF Select (Original) IncomePlus Elite,1,,MUTUALFUND,Manulife Fundamental Income GIF,0P00016LIE.TO,America/Toronto,EST,0P00016LIE.TO,92de418c-b9a6-3854-a15e-ea048d8136ce
0P00016LY4,PNK,2022-03-14 13:30:00,-18000000,Portland Hill ESG Fund SICAV - ESG Catalyst Driven Strategy C USD,1,,MUTUALFUND,Portland Hill ESG Fund SICAV - ,0P00016LY4,America/New_York,EST,0P00016LY4,11887cae-38b9-3550-a513-3c59dd2915a8
0P00016NIL.F,FRA,2018-01-02 07:00:00,3600000,Social Active Monétaire,1,,MUTUALFUND,Social Active Monétaire,0P00016NIL.F,Europe/Berlin,CET,0P00016NIL.F,9783e115-71b4-3f31-9ddc-941d597d6ef5
