symbol,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,gmtOffSetMilliseconds,maxAge
22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF,Quote not found for ticker symbol: 22PPSPOF
IM.F,YHD,MUTUALFUND,IM.F,IM.F,,,,America/New_York,EST,,-18000000,1
RCVR.MU,MUN,2022-06-02 06:00:00,3600000,,1,EQUITY,SMG EUROPEAN RECOV.  EO 1,RCVR.MU,Europe/Berlin,CET,RCVR.MU,a76d7b85-0667-3820-bb68-943b6dcc5cfe
RDN.WA,WSE,2003-12-30 08:00:00,3600000,Redan S.A.,1,EQUITY,REDAN,RDN.WA,Europe/Warsaw,CET,RDN.WA,1cb73c1e-ddfa-3486-a648-3a003ff59fc5
REC.AX,ASX,2021-10-10 23:00:00,39600000,Recharge Metals Limited,1,EQUITY,RECHARGE FPO,REC.AX,Australia/Sydney,AEDT,REC.AX,cd0a5477-c47c-3125-9308-51e2437515ec
RED.LS,LIS,2000-03-02 09:00:00,0,"Reditus, Sociedade Gestora de Participações Sociais, S.A.",1,EQUITY,Reditus-SGPS,RED.LS,Europe/Lisbon,WET,RED.LS,4dbb0933-b251-31cb-9733-3b14a79c2d44
REVO.MI,MIL,2022-11-25 08:00:00,3600000,REVO S.p.A.,1,EQUITY,REVO INSURANCE,REVO.MI,Europe/Rome,CET,REVO.MI,5f8d22ff-86aa-3492-8abd-b4bf8a75d22f
RGORX,NAS,2016-11-22 14:30:00,-18000000,RBC Global Opportunities Fund,1,MUTUALFUND,RBC Global Opportunities Fund -,RGORX,America/New_York,EST,RGORX,6bf7a429-eca2-38e4-98de-422eb51bdec0
RK1K.SG,STU,,3600000,,1,MUTUALFUND,Raiffeisen-Nachhaltigkeit-Rent,RK1K.SG,Europe/Berlin,CET,RK1K.SG,fddca5e5-7404-3d7f-816b-6477bdd474ea
RMI.AX,ASX,1999-07-26 00:00:00,39600000,Resource Mining Corporation Limited,1,EQUITY,RES MINING FPO,RMI.AX,Australia/Sydney,AEDT,RMI.AX,6de53d55-c2ef-36ab-b53d-8fc76ec25a05
RMV1.F,FRA,2007-12-31 07:00:00,3600000,Rába Jármûipari Holding Nyrt.,1,EQUITY,RABA JARMU.HLDG A UF 1000,RMV1.F,Europe/Berlin,CET,RMV1.F,0be59ebb-d130-3af6-836d-dbf1efb05cfb
RQEAX,NAS,2013-12-27 14:30:00,-18000000,RESQ Dynamic Allocation Fund,1,MUTUALFUND,RESQ Dynamic Allocation Fund Cl,RQEAX,America/New_York,EST,RQEAX,ebc60970-6e76-3edb-b51b-4b8d3c2d1691
RUBDKK=X,CCY,2017-06-19 23:00:00,0,,1,CURRENCY,RUB/DKK,RUBDKK=X,Europe/London,GMT,RUBDKK=X,68d4fd74-a50a-3801-9802-28e5db3f9eba
RUBYMILLS.NS,NSI,2002-07-05 03:45:00,19800000,The Ruby Mills Limited,1,EQUITY,RUBY MILLS,RUBYMILLS.NS,Asia/Kolkata,IST,RUBYMILLS.NS,e3e4dbdc-6fba-34ca-b816-ab05cf9fc5d6
RYU.MU,MUN,2000-01-03 07:00:00,3600000,,1,EQUITY,SEGA SAMMY HOLDINGS INC.,RYU.MU,Europe/Berlin,CET,RYU.MU,f9279e88-a0fb-3955-8993-464abaa00158
RZI.XA,CXA,,39600000,Raiz Invest Limited,1,EQUITY,RAIZINVEST FPO,RZI.XA,Australia/Sydney,AEDT,RZI.XA,02e90150-9dfa-3b65-8c05-b303df73b340
S&J-R.BK,SET,,25200000,,1,EQUITY,S & J INTERNATIONAL ENTERPRISES,S&J-R.BK,Asia/Bangkok,ICT,S&J-R.BK,c95c640e-14ca-3f90-bf81-2b19a6a81ade
S1596.MC,MCE,2007-01-31 08:00:00,3600000,"Inveragudo 2.000, SICAV, S.A.",1,MUTUALFUND,"ACCIONES INVERAGUDO 2000, SICAV",S1596.MC,Europe/Madrid,CET,S1596.MC,ff26a4c2-a8ab-33c8-8071-75d903f5c489
S2464.MC,MCE,2007-01-31 08:00:00,3600000,Puebla Alcarria SICAV S.A.,1,MUTUALFUND,"PUEBLA ALCARRIA, SICAV, S.A.",S2464.MC,Europe/Madrid,CET,S2464.MC,5145156e-63bc-3fd1-8d60-f75c9a2c434e
S3054.MC,MCE,2005-12-31 08:00:00,3600000,"Branbogar, SICAV, S.A.",1,MUTUALFUND,BRANBOGAR SICAV S.A.,S3054.MC,Europe/Madrid,CET,S3054.MC,a06f95a1-7d08-3dc3-a7d5-a3f933d4fcb7
S3185.MC,MCE,2018-01-02 08:00:00,3600000,Abpura Inversions SICAV,1,MUTUALFUND,"ACCIONES ABPURA INVERSIONS, SIC",S3185.MC,Europe/Madrid,CET,S3185.MC,5a15cc03-7cb1-31ce-98c3-2c412dbe00e2
S3700.MC,MCE,2013-06-28 07:00:00,3600000,Eko Investment Capital SICAV SA,1,MUTUALFUND,"EKO INVESTMENT CAPITAL SICAV, S",S3700.MC,Europe/Madrid,CET,S3700.MC,8fc16b57-49b1-3f2c-9b86-c10540571ad0
S5U5.DU,DUS,2020-04-21 06:00:00,3600000,,1,EQUITY,SAFILO GROUP S.P.A.  EO 5,S5U5.DU,Europe/Berlin,CET,S5U5.DU,4f9b1fe7-a395-3bbc-88ac-d7b2af57ad8d
S746.Z,ZRH,,3600000,,1,INDEX,ESTX 50 RI.CO. 12 NR DL,S746.Z,Europe/Zurich,CET,S746.Z,
S7C.BE,BER,2020-08-07 06:00:00,3600000,,1,EQUITY,"STENOCARE  DK-,08",S7C.BE,Europe/Berlin,CET,S7C.BE,e7dda8d3-12aa-3e3a-b005-5b645a7674e3
SA2D.SG,STU,2022-07-06 06:00:00,3600000,,1,EQUITY,SandRidge Energy Inc.,SA2D.SG,Europe/Berlin,CET,SA2D.SG,2c92b0dd-494d-3ace-8a45-a00acd5c580c
SAM-APA.MX,MEX,2018-12-03 14:30:00,-21600000,Fondo SAM Renta Variable 13 SA de CV F.I.R.V.,1,MUTUALFUND,SAM ASSET MANAGEMENT SA DE CV F,SAM-APA.MX,America/Mexico_City,CST,SAM-APA.MX,d3dccdd8-96a1-39af-804a-3294f15bd439
SANJIVIN.BO,BSE,2002-03-22 03:45:00,19800000,Sanjivani Paranteral Limited.,1,EQUITY,SANJIVANI PARANTERAL LTD.,SANJIVIN.BO,Asia/Kolkata,IST,SANJIVIN.BO,e2efa594-0a13-3845-91c3-5f404d0d9945
SBFIX,NAS,2009-06-12 13:30:00,-18000000,Federated Hermes Global Allocation Fund,1,MUTUALFUND,Federated Hermes Global Allocat,SBFIX,America/New_York,EST,SBFIX,c61b1a33-98aa-315e-8e09-0f251b6fcd2f
SCATX,NAS,2004-02-24 14:30:00,-18000000,Virtus Zevenbergen Innovative Growth Stock Fund Class I,1,MUTUALFUND,Virtus Zevenbergen Innovative G,SCATX,America/New_York,EST,SCATX,6197e5b6-a08b-374d-8ce8-31fee9f21914
SCOTEURA.MX,MEX,2018-01-02 14:30:00,-21600000,Scotia Acciones Europa SA de CV F.I.R.V.,1,MUTUALFUND,Scotia Acciones Europa SA de CV,SCOTEURA.MX,America/Mexico_City,CST,SCOTEURA.MX,80d41b69-2c31-3bb4-8ef0-e92badfdfa73
SDACX,NAS,2019-01-02 14:30:00,-18000000,Swan Defined Risk Growth Fund,1,MUTUALFUND,Swan Defined Risk Growth Fund C,SDACX,America/New_York,EST,SDACX,6c38213b-8a42-339e-8268-a662411c2c88
SDCAX,NAS,2015-12-29 14:30:00,-18000000,Swan Defined Risk U.S. Small Cap Fund,1,MUTUALFUND,Swan Defined Risk U.S. Small Ca,SDCAX,America/New_York,EST,SDCAX,d60b6787-bd47-3313-afb7-0124ae67ad0a
SDD71P.SW,EBS,,3600000,,1,INDEX,SBI Dom AAA-AA 7-10 P,SDD71P.SW,Europe/Zurich,CET,SDD71P.SW,
SEAV,PNK,2020-12-30 14:30:00,-18000000,SEATech Ventures Corp.,1,EQUITY,SEATECH VENTURES CORP,SEAV,America/New_York,EST,SEAV,a20bf07e-ca94-33bc-8b22-b4add7f1f5b9
SEIYX,NAS,2007-10-26 13:30:00,-18000000,SEI Institutional Managed Trust High Yield Bond Fund,1,MUTUALFUND,"SEI Insti Mgd Tr, High Yield Bo",SEIYX,America/New_York,EST,SEIYX,e0c7f172-2a46-307a-8a4d-438d320fa390
SEKPLX=X,CCY,,0,,1,CURRENCY,SEK/PLX,SEKPLX=X,Europe/London,GMT,SEKPLX=X,f62ab524-b5a9-3374-b472-27731a3f84d4
SFBE,PNK,2007-08-10 13:30:00,-18000000,Sino Bioenergy Corp.,1,EQUITY,SINO BIOENERGY CORP,SFBE,America/New_York,EST,SFBE,48818b99-9e18-357c-944e-593bc7602cd2
SFF11P.SW,EBS,,3600000,,1,INDEX,SBI For AAA-AA 1-10 P,SFF11P.SW,Europe/Zurich,CET,SFF11P.SW,
SFG13D.SW,EBS,,3600000,,1,INDEX,SBI For Gov AAA-A D,SFG13D.SW,Europe/Zurich,CET,SFG13D.SW,
SFX.SG,STU,2007-12-28 07:00:00,3600000,,1,EQUITY,Solar-Fabrik AG,SFX.SG,Europe/Berlin,CET,SFX.SG,eb0f4f3d-5715-3ac1-8f35-532ed5c18226
SG51Y.SW,EBS,,3600000,,1,INDEX,SBI Dom Gov 5-10 Y,SG51Y.SW,Europe/Zurich,CET,SG51Y.SW,
SGHT,NMS,2021-07-15 13:30:00,-18000000,"Sight Sciences, Inc.",1,EQUITY,"Sight Sciences, Inc.",SGHT,America/New_York,EST,SGHT,d238e934-845b-319d-8b53-34e9246cc0af
SHN.XA,CXA,,39600000,Sunshine Gold Limited,1,EQUITY,SUNSHGOLD FPO,SHN.XA,Australia/Sydney,AEDT,SHN.XA,84a7af24-01da-3071-8076-375f62e09265
SIMTF,PNK,2010-08-27 13:30:00,-18000000,SIM Technology Group Limited,1,EQUITY,SIM TECHNOLOGY GROUP LIMITED,SIMTF,America/New_York,EST,SIMTF,4c5ce438-31ce-391a-a40e-4550f34f92ae
SINYX,NAS,2015-04-30 13:30:00,-18000000,SEI Tax Exempt Trust Intermediate-Term Municipal Fund,1,MUTUALFUND,Intermediate Term Municipal Fun,SINYX,America/New_York,EST,SINYX,643e7fd8-1713-3993-a363-9a7972f07154
SKL.BO,BSE,,19800000,,1,EQUITY,SUPER FINE KNITTERS LIMITED,SKL.BO,Asia/Kolkata,IST,SKL.BO,dd9646e5-b759-3e6b-9712-dd1476ae73a6
SKRRX,NAS,2016-06-01 13:30:00,-18000000,DWS Enhanced Commodity Strategy Fund,1,MUTUALFUND,DWS Enhanced Commodity Strategy,SKRRX,America/New_York,EST,SKRRX,581776bd-80c4-32e9-bab5-5db4c1d18396
SKYY.PA,PAR,2021-12-14 08:00:00,3600000,HAN-GINS Cloud Technology Equal Weight UCITS ETF,1,ETF,HANS-GINS Cloud Technology UCIT,SKYY.PA,Europe/Paris,CET,SKYY.PA,cee0fa16-c0c0-340c-9542-c071e23b009b
SLQJPLL2.FGI,FGI,,0,,1,INDEX,FTSE Japan Large Cap Super Liqu,SLQJPLL2.FGI,Europe/London,GMT,SLQJPLL2.FGI,
SM2.F,FRA,2000-10-11 06:00:00,3600000,Semtech Corporation,1,EQUITY,"SEMTECH CORP.  DL-,01",SM2.F,Europe/Berlin,CET,SM2.F,ef73433c-7731-3799-a0be-231240c65736
SNDR,NYQ,2017-04-06 13:30:00,-18000000,"Schneider National, Inc.",1,EQUITY,"Schneider National, Inc.",SNDR,America/New_York,EST,SNDR,d63e8c74-85b1-3f95-8d8f-a7ababc606ba
SNG.SG,STU,2007-12-28 07:00:00,3600000,,1,EQUITY,Singulus Technologies AG,SNG.SG,Europe/Berlin,CET,SNG.SG,b1cb5729-c037-3c1a-a00d-a628cd30610e
SOLEX-SM.NS,NSI,,19800000,,1,EQUITY,SOLEX ENERGY LTD,SOLEX-SM.NS,Asia/Kolkata,IST,SOLEX-SM.NS,
SRVR.BE,BER,,3600000,,1,ETF,SISF GLOB.CORP.BD C ACC,SRVR.BE,Europe/Berlin,CET,SRVR.BE,
STA71Y.SW,EBS,,3600000,,1,INDEX,SBI AAA-A 7-10 Y,STA71Y.SW,Europe/Zurich,CET,STA71Y.SW,
STG.AX,ASX,2018-10-21 23:00:00,39600000,Straker Translations Limited,1,EQUITY,STRAKER TL FPO,STG.AX,Australia/Sydney,AEDT,STG.AX,b9f48405-3172-3d7a-b3f6-30a7f047c81f
STN=X,CCY,,0,,1,CURRENCY,USD/STN,STN=X,Europe/London,GMT,STN=X,bb269579-9a19-34a8-ad9f-154af3136aa6
SUC-R.BK,SET,2007-12-28 03:00:00,25200000,Saha-Union Public Company Limited,1,EQUITY,SAHA-UNION PUBLIC COMPANY LIMIT,SUC-R.BK,Asia/Bangkok,ICT,SUC-R.BK,89ee7978-f190-3b8b-9a28-273873892260
SUHJY,PNK,1996-11-18 14:30:00,-18000000,Sun Hung Kai Properties Limited,1,EQUITY,SUN HUNG KAI PROPERTIES LTD SPN,SUHJY,America/New_York,EST,SUHJY,1985495d-71ba-3bfe-b2d9-205b70ae063c
SUNFLAG.BO,BSE,2000-02-10 03:45:00,19800000,Sunflag Iron and Steel Company Limited,1,EQUITY,SUNFLAG IRON & STEEL CO.LTD.,SUNFLAG.BO,Asia/Kolkata,IST,SUNFLAG.BO,a534a1e0-3438-3b16-a40c-529de218eb83
SUR.L,LSE,2015-03-23 08:00:00,0,Sureserve Group plc,1,EQUITY,SURESERVE GROUP PLC ORD 10P,SUR.L,Europe/London,GMT,SUR.L,bbcab75c-6ef1-339b-9e19-d0a114433228
SURGLOBBOE3.MX,MEX,2019-05-13 13:30:00,-21600000,"Sura Global, S.A.DE C.V.,S.I.R.V",1,MUTUALFUND,SURA INVEST MGMT MEXICO SA DE C,SURGLOBBOE3.MX,America/Mexico_City,CST,SURGLOBBOE3.MX,86b73e6e-c487-36bf-a02b-d973b787923e
SW6.F,FRA,2012-08-22 06:00:00,3600000,"STAG Industrial, Inc.",1,EQUITY,"STAG INDUSTRI.INC. DL-,01",SW6.F,Europe/Berlin,CET,SW6.F,364b7438-5a28-34cd-b99b-7c3053790054
SWZCF,PNK,2010-10-15 13:30:00,-18000000,Swisscom AG,1,EQUITY,SWISSCOM AG,SWZCF,America/New_York,EST,SWZCF,e1b9b1a3-f380-36a7-9b77-cde162556c7b
SXEE.L,LSE,2022-06-13 07:00:00,0,,1,EQUITY,LEVERAGE SHARES PUBLIC LIMITED ,SXEE.L,Europe/London,GMT,SXEE.L,8a98872d-fec5-3edc-9193-b78fafa8d088
SYB3.BE,BER,,3600000,,1,ETF,SPDR B.1-3Y.E.G.B.U.ETF,SYB3.BE,Europe/Berlin,CET,SYB3.BE,
SYP.F,FRA,2000-03-03 07:00:00,3600000,"Synopsys, Inc.",1,EQUITY,"SYNOPSYS INC.  DL-,01",SYP.F,Europe/Berlin,CET,SYP.F,ebdfdc35-5885-341c-a789-3ec760405ae7
T27.SG,STU,2017-08-28 06:00:00,3600000,,1,EQUITY,The Tinley Beverage Company Inc,T27.SG,Europe/Berlin,CET,T27.SG,05ddf1e2-9406-356f-add8-acc2403fdb5e
T2CA.HM,HAM,2007-09-28 06:00:00,3600000,,1,ETF,FOCUS NORDIC CITIES A,T2CA.HM,Europe/Berlin,CET,T2CA.HM,9fee6946-4f06-3593-b123-e7364dbacd00
T4H.SG,STU,2017-08-28 06:00:00,3600000,,1,EQUITY,TreeHouse Foods Inc.,T4H.SG,Europe/Berlin,CET,T4H.SG,53343a03-f069-3353-9488-2daad5c596d8
TA1.F,FRA,2000-11-23 07:00:00,3600000,Telekom Austria AG,1,EQUITY,TELEKOM AUSTRIA AG,TA1.F,Europe/Berlin,CET,TA1.F,b4e10513-bdfb-3ba9-a629-ab8db96643fb
TABI.DU,DUS,,3600000,,1,ETF,TABUL.IC.-UEUE CL-HEOA,TABI.DU,Europe/Berlin,CET,TABI.DU,
TABREED.AE,DFM,2010-02-22 06:00:00,14400000,National Central Cooling Company PJSC,1,EQUITY,NCC (TABREED),TABREED.AE,Asia/Dubai,GST,TABREED.AE,403e8956-76c8-3dab-89c3-cf4ac669d007
TAICX,NAS,2012-05-21 13:30:00,-18000000,American Funds Tax-Aware Conservative Growth and Income Portfolio,1,MUTUALFUND,American Funds Tax-Aware Conser,TAICX,America/New_York,EST,TAICX,32c956fa-8345-30d3-b1ff-511403721c83
TALBROAUTO.BO,BSE,2000-08-03 03:45:00,19800000,Talbros Automotive Components Limited,1,EQUITY,TALBROS AUTOMOTIVE COMPONENTS,TALBROAUTO.BO,Asia/Kolkata,IST,TALBROAUTO.BO,ddd113e4-4674-3be3-a83d-a3a2a7e0b6e8
TCH-F104.TA,TLV,,7200000,Tachlit Indices MF Management Ltd. - Tachlit SAL (0B) Tel Bond-Composite,1,ETF,TC.TELBONDMAGAR,TCH-F104.TA,Asia/Jerusalem,IST,TCH-F104.TA,7adcda72-2d86-3133-83b9-25bfd1492a92
TCUGX,NAS,,-18000000,,1,MUTUALFUND,,TCUGX,America/New_York,EST,TCUGX,d1547d1c-7a64-30e3-bfa7-9438501c874a
TDRK,PNK,2014-05-15 13:30:00,-18000000,"Tiderock Companies, Inc.",1,EQUITY,TIDEROCK COMPANIES INC,TDRK,America/New_York,EST,TDRK,4a5ee65d-7c60-3d71-9844-277740c21966
TEPC.BE,BER,,3600000,,1,ETF,F.TEM.INV-T.CHINA  A ACC,TEPC.BE,Europe/Berlin,CET,TEPC.BE,
TEPP.BE,BER,,3600000,,1,ETF,FTIF-F.EURO GOV.BD AYD EO,TEPP.BE,Europe/Berlin,CET,TEPP.BE,
TEPX.MU,MUN,,3600000,,1,ETF,F.TEM.I.-F.US GOVER.A MD,TEPX.MU,Europe/Berlin,CET,TEPX.MU,
TES.F,FRA,,3600000,,1,ETF,F.TEM.INV-T.GWTH N ACC.,TES.F,Europe/Berlin,CET,TES.F,
TESL.SG,STU,,3600000,,1,MUTUALFUND,Franklin Templeton - Global Bal,TESL.SG,Europe/Berlin,CET,TESL.SG,
TFX,NYQ,1980-03-17 14:30:00,-18000000,Teleflex Incorporated,1,EQUITY,Teleflex Incorporated,TFX,America/New_York,EST,TFX,cfc736f9-d56d-3ff4-b535-f0f0e38e3037
THB=X,CCY,2003-12-01 00:00:00,0,,1,CURRENCY,USD/THB,THB=X,Europe/London,GMT,THB=X,c3943ab8-1153-3d00-87bc-80dd34cd6f24
THRM.V,VAN,2001-07-11 13:30:00,-18000000,Therma Bright Inc.,1,EQUITY,THERMA BRIGHT INC,THRM.V,America/Toronto,EST,THRM.V,6846a699-c21f-3624-818e-88defa3ea504
THW.AQ,AQS,2014-09-08 07:00:00,0,Daniel Thwaites PLC,1,EQUITY,THWAITES(DANIEL),THW.AQ,Europe/London,GMT,THW.AQ,7307741c-6cb9-38f3-a8b8-38f84b4cdc51
TIBN.SW,EBS,1995-04-03 07:00:00,3600000,Bergbahnen Engelberg-Trübsee-Titlis AG,1,EQUITY,TITL BN BERG N,TIBN.SW,Europe/Zurich,CET,TIBN.SW,0d99013a-5ad4-3b3f-bff1-f302219f7a48
TKYVY,PNK,2011-04-06 13:30:00,-18000000,Türkiye Vakiflar Bankasi Türk Anonim Ortakligi,1,EQUITY,TURKIYE VAKIFLAR BANKASI T.A.O.,TKYVY,America/New_York,EST,TKYVY,ef0649ae-5a4a-34c1-93c7-50019a867c03
TLHPX,NAS,2009-10-01 13:30:00,-18000000,TIAA-CREF Lifecycle Index 2030 Fund,1,MUTUALFUND,TIAA-CREF Lifecycle Index 2030 ,TLHPX,America/New_York,EST,TLHPX,c641480e-1e2b-31cc-a9df-4abc33c46572
TPC1.BE,BER,2021-07-06 06:00:00,3600000,,1,EQUITY,"JERSEY OIL+GAS PLC LS-,01",TPC1.BE,Europe/Berlin,CET,TPC1.BE,eca47663-bbe6-3427-b26b-e20cf747604f
TRIG.L,LSE,2013-07-29 07:00:00,0,The Renewables Infrastructure Group Limited,1,EQUITY,THE RENEWABLES INFRASTRUCTURE G,TRIG.L,Europe/London,GMT,TRIG.L,c831d351-3222-3226-add6-63cb3c85fa19
TRUZX,NAS,2020-03-16 13:30:00,-18000000,T. Rowe Price New Horizons Fund,1,MUTUALFUND,T. Rowe Price New Horizons Fund,TRUZX,America/New_York,EST,TRUZX,7690e346-341f-3466-a5d3-e4608ae67521
TRZYX,NAS,2021-02-24 14:30:00,-18000000,T. Rowe Price Latin America Fund,1,MUTUALFUND,,TRZYX,America/New_York,EST,TRZYX,5d25ddeb-ced7-3334-94a2-d121c1c36b30
TSCIX,NAS,2000-01-24 14:30:00,-18000000,AMG TimesSquare Small Cap Growth Fund,1,MUTUALFUND,AMG TimesSquare Small Cap Growt,TSCIX,America/New_York,EST,TSCIX,ac8b778e-0683-3124-baa1-0bca9e4a2b42
TSOI,PNK,2008-06-24 13:30:00,-18000000,"Therapeutic Solutions International, Inc.",1,EQUITY,THERAPEUTIC SOLUTIONS INTL INC,TSOI,America/New_York,EST,TSOI,8487f9b3-0a40-3b38-ae5f-b3c387e7c236
TTR1.F,FRA,2000-01-14 07:00:00,3600000,technotrans SE,1,EQUITY,TECHNOTRANS SE NA O.N.,TTR1.F,Europe/Berlin,CET,TTR1.F,71328841-37d4-3292-bdbc-78ef6be49fb4
TTX.SG,STU,2020-07-08 06:00:00,3600000,,1,EQUITY,Theralase Technologies Inc.,TTX.SG,Europe/Berlin,CET,TTX.SG,0f87c523-0464-3ed9-a97c-e9d205d2ae8c
TZO.BE,BER,2004-04-09 06:00:00,3600000,,1,EQUITY,TSODILO RESOURCES LTD,TZO.BE,Europe/Berlin,CET,TZO.BE,f1b096d2-f262-3604-b941-fd7d0395718a
UAO.SG,STU,2017-09-13 06:00:00,3600000,,1,EQUITY,Sterling Construction Co. Inc.,UAO.SG,Europe/Berlin,CET,UAO.SG,49ed04ac-badc-3919-831a-364d5dc482cd
UBF1.HM,HAM,,3600000,UBS (Lux) Equity Fund - Global Sustainable (USD),1,ETF,UBS(L)EQ.-G.SUS.DL P-ACC,UBF1.HM,Europe/Berlin,CET,UBF1.HM,a87904a1-ff12-3f79-a9af-cf0ce4e6e77a
UBQU,PNK,2009-02-09 14:30:00,-18000000,Ubiquitech Software Corp.,1,EQUITY,UBIQUITECH SOFTWARE CORP,UBQU,America/New_York,EST,UBQU,8372e701-1eb8-3b4c-a1ef-73665fe934ff
UBU3.DE,GER,2012-04-11 07:00:00,3600000,UBS (Irl) ETF plc - MSCI USA UCITS ETF (USD) A-dis,1,ETF,UBS I.-MSCI USA U.E. ADDL,UBU3.DE,Europe/Berlin,CET,UBU3.DE,c61701ae-356f-34ea-a70c-4267a896ac3b
UCM.MU,MUN,2021-01-18 07:00:00,3600000,,1,EQUITY,BUZZI UNICEM,UCM.MU,Europe/Berlin,CET,UCM.MU,34625ec7-3aa0-3c3d-a0dc-bb04ddd7cd44
UFUD.HM,HAM,,3600000,,1,ETF,UBS(CH)EQ.-SM.CAP.EU.EO P,UFUD.HM,Europe/Berlin,CET,UFUD.HM,
UFUK.BE,BER,,3600000,,1,ETF,UBS ETF (CH) SPI CHF AD,UFUK.BE,Europe/Berlin,CET,UFUK.BE,
UG9.F,FRA,2008-11-17 07:00:00,3600000,NewMarket Corporation,1,EQUITY,NEWMARKET CORP.,UG9.F,Europe/Berlin,CET,UG9.F,72b65081-57ea-3cc8-a220-dfb073114952
UGP1.F,FRA,,3600000,Uni-Global - Equities Europe,1,ETF,UNI-GL-EQS EUROPE SAEO,UGP1.F,Europe/Berlin,CET,UGP1.F,f41229fb-beac-3fd0-99aa-92e4d05dde95
UGXBRX=X,CCY,,0,,1,CURRENCY,UGX/BRX,UGXBRX=X,Europe/London,GMT,UGXBRX=X,70cade8b-ac37-3f85-a9dc-4a0896e3c59e
UIMP.DU,DUS,,3600000,,1,ETF,UBSLFS-MSCI USA SR ADDL,UIMP.DU,Europe/Berlin,CET,UIMP.DU,
ULVM,NGM,2017-10-27 13:30:00,-18000000,VictoryShares USAA MSCI USA Value Momentum ETF,1,ETF,VictoryShares US Value Momentum,ULVM,America/New_York,EST,ULVM,a322c543-a578-3472-a30f-7379e4938416
UMRIDR.SW,EBS,,3600000,,1,CURRENCY,UMR.K Indonesia,UMRIDR.SW,Europe/Zurich,CET,UMRIDR.SW,
UN9.DE,GER,2017-12-29 08:00:00,3600000,UNIQA Insurance Group AG,1,EQUITY,UNIQA INSURANCE GROUP AG,UN9.DE,Europe/Berlin,CET,UN9.DE,e77a211a-23e4-31c9-9f11-f72d266ce923
UPS.NE,NEO,2022-11-25 14:30:00,-18000000,,1,EQUITY,UPS CDR (CAD HEDGED),UPS.NE,America/Toronto,EST,UPS.NE,723711ee-aeae-3e4f-9a18-129a30d51bd0
URET11.SA,SAO,,-10800000,,1,EQUITY,TREND U REITCI,URET11.SA,America/Sao_Paulo,BRT,URET11.SA,c93ffedc-9767-3ddc-b530-ac9997dbf592
US06051GFP90.SG,STU,,3600000,,1,EQUITY,,US06051GFP90.SG,Europe/Berlin,CET,US06051GFP90.SG,
US26441CBT1.DU,DUS,,3600000,,1,EQUITY,,US26441CBT1.DU,Europe/Berlin,CET,US26441CBT1.DU,
US279158AP43.SG,STU,,3600000,,1,EQUITY,,US279158AP43.SG,Europe/Berlin,CET,US279158AP43.SG,
US38141GYL2.DU,DUS,,3600000,,1,EQUITY,,US38141GYL2.DU,Europe/Berlin,CET,US38141GYL2.DU,
US4282631070.SG,STU,,3600000,,1,EQUITY,Hexagon AB (ADRs),US4282631070.SG,Europe/Berlin,CET,US4282631070.SG,
US455780DG8.MU,MUN,,3600000,,1,EQUITY,,US455780DG8.MU,Europe/Berlin,CET,US455780DG8.MU,
US458140CC2.MU,MUN,,3600000,,1,EQUITY,,US458140CC2.MU,Europe/Berlin,CET,US458140CC2.MU,
US46647PCZ71.SG,STU,,3600000,,1,EQUITY,,US46647PCZ71.SG,Europe/Berlin,CET,US46647PCZ71.SG,
US50064FAK0.DU,DUS,,3600000,,1,EQUITY,,US50064FAK0.DU,Europe/Berlin,CET,US50064FAK0.DU,
US718286CU9.MU,MUN,,3600000,,1,EQUITY,,US718286CU9.MU,Europe/Berlin,CET,US718286CU9.MU,
US91282CDC2.MU,MUN,,3600000,,1,EQUITY,,US91282CDC2.MU,Europe/Berlin,CET,US91282CDC2.MU,
US91282CFQ9.DU,DUS,,3600000,,1,EQUITY,,US91282CFQ9.DU,Europe/Berlin,CET,US91282CFQ9.DU,
US91324PAR3.DU,DUS,,3600000,,1,EQUITY,,US91324PAR3.DU,Europe/Berlin,CET,US91324PAR3.DU,
US95000U2V4.DU,DUS,,3600000,,1,EQUITY,,US95000U2V4.DU,Europe/Berlin,CET,US95000U2V4.DU,
USCCX,NAS,2012-06-14 13:30:00,-18000000,USAA Cornerstone Conservative Fund,1,MUTUALFUND,USAA Cornerstone Conservative F,USCCX,America/New_York,EST,USCCX,fdc553ee-4aed-314c-b4fb-162852f76a56
USFD,NYQ,2016-05-26 13:30:00,-18000000,US Foods Holding Corp.,1,EQUITY,US Foods Holding Corp.,USFD,America/New_York,EST,USFD,a0af1ab2-3b2f-38b4-979a-d6b5a4e264b6
USMV-CL.SN,SGO,,-10800000,,1,EQUITY,ISHARES TRUST,USMV-CL.SN,America/Santiago,CLST,USMV-CL.SN,
